N,P,K,temperature,humidity,ph,rainfall,label
73,58,21,67.94988717,57.68272924,6.596060648,60.65171481,maize
61,38,20,65.2620427,62.69503871,5.970458434,65.43835393,maize
68,41,16,71.1984078,57.80840636,6.158830619,102.0861694,maize
93,41,17,78.11909042,66.50415474,6.047906679,105.4654703,maize
89,60,19,77.34546354,66.69029010000001,5.913664501,78.06639649,maize
76,44,17,68.75029665,62.55424820000001,5.855442401,65.27798457,maize
67,60,25,76.85891949,66.78627406,5.750254943,109.2162279,maize
70,44,19,73.97040423,73.4541537,5.852607099,94.29712821,maize
90,49,21,76.71230118,68.3584573,6.4725232870000005,74.05474936,maize
62,52,16,72.09548049,58.84015925,6.9670577620000005,63.87020584,maize
92,44,16,65.97952601,65.76816093,6.082973754,94.76189431,maize
66,54,21,77.34215629,60.200168700000006,5.919045532,72.12375573,maize
63,58,22,64.85729634,55.28220433,6.204747652999999,63.72358154,maize
70,47,17,76.30324124,70.4162444,6.600827017,104.1626147,maize
61,41,17,77.25571034,65.26185135,6.021902237000001,76.68456006,maize
66,53,19,73.56826501,60.11593810000001,6.033550195,65.49730729,maize
74,55,19,64.49060727,62.89366992,6.28886807,84.23613484,maize
77,57,21,76.87788458,73.80435276,6.550563822999999,79.74078719,maize
99,50,15,64.66478097,71.09445342,5.573286437,88.07753741,maize
74,56,22,64.91052023,66.65952796,6.829199275,80.97573281,maize
83,45,21,65.90020048,58.75082029,5.716222912,79.75328959999999,maize
100,48,16,78.29412469,67.22190688,5.54990242,74.51490791,maize
79,51,16,77.60835876,68.49835977,6.586244581,96.46380213,maize
94,39,18,75.00406228,57.48775781,5.893093135,102.8301942,maize
75,49,15,70.76433429,71.50905983,5.918263801,102.4852929,maize
78,48,22,73.56154836,63.10459626,5.588650585,70.43473609,maize
87,54,20,78.11073262,63.4711755,6.576418207000001,108.8303762,maize
87,35,25,70.6014846,63.1621551,6.178056304,65.88951188,maize
63,43,19,65.33270197,55.53128131,6.641906353,90.988051,maize
84,57,25,72.56318925,67.99257471,6.489040367,64.40866039,maize
64,35,23,73.43669001,61.89472002,5.680361037999999,63.03843397,maize
60,46,22,76.80856343,65.61418761,6.625404347999999,87.9298085,maize
98,44,21,78.38915207,74.089114,6.524478032,107.4931917,maize
75,56,18,66.91733121,62.35750641,5.696205468,60.95197486,maize
86,55,21,70.77481218,59.64024162,6.803931519,109.7515385,maize
98,35,18,74.83542922,74.82913698,6.252797547999999,91.76337172,maize
76,57,18,66.16449122,74.52600826,6.092725883,94.26249353,maize
99,56,17,75.39546573,73.13112261,6.234330356,71.07562236,maize
60,44,23,76.63047386,70.04556743,5.722579819,76.72860067,maize
74,48,17,70.93692961,60.27766379,6.430616465,69.21803098,maize
89,60,17,77.67587752,57.21025565,5.983952675,101.7004306,maize
69,51,23,71.991288,72.85462807,6.80163854,106.6213157,maize
96,46,22,69.0496522,69.00128641,6.499936446,66.29390357,maize
61,60,15,76.77505083,68.74248334,6.265564338,91.26056654,maize
74,58,18,68.06710794,56.35606753,6.727303282,109.024141,maize
74,43,23,78.71473875,61.89082199,6.325235159,99.57981207,maize
63,43,17,66.72001879,65.47050802,6.807487794,71.3195307,maize
99,36,20,69.04367397,65.34583901,6.671085817000001,78.34604471,maize
77,36,23,76.48551559,56.73426469,6.648725327,88.45361858,maize
87,60,23,68.49170733,63.91281869,6.439071996,62.50351892,maize
60,38,17,65.15479366,64.23580251,6.474476516,76.41312437,maize
94,54,17,74.10430737,61.74427165,5.871647806,107.3198135,maize
95,38,22,67.72890927,61.24500053,5.730617109,100.7689246,maize
84,44,21,71.3646932,61.91044947,5.850439831,107.2681929,maize
77,58,19,73.05008594,56.50768935,5.791649933,101.5952794,maize
66,44,20,66.34066478,69.02298571,6.740000687999999,80.72515943,maize
63,35,16,71.64897757,65.35549924,6.272417541,83.73280082,maize
79,45,20,74.8498314,59.24537979,5.715208817000001,89.96220140000001,maize
72,60,25,65.34519355,69.0276233,5.773454729,88.10234397,maize
67,51,24,74.30536188,61.32026065,5.584171461,64.77791424,maize
86,36,24,79.78975509,72.89187265,5.787268394,73.33636055,maize
76,48,18,66.7321414,69.63481219,5.77597783,83.21030571,maize
75,53,18,69.24019847,59.4375337,6.864793607,103.651438,maize
81,45,23,66.78798958,68.03449300000001,6.192360002999999,84.22969177,maize
73,45,21,76.28957992,73.58868502,6.636803222999999,96.59195302,maize
71,35,24,72.09272563,59.52193158,5.826426917,67.96704792,maize
96,54,22,78.26354049,61.33450447,6.960358276,83.20711308,maize
99,39,18,66.56232843,68.30578978,6.11275104,87.85092352,maize
62,48,20,71.06326605,60.47470519,6.708446922,95.71388473,maize
86,37,16,68.93090202,59.21235483,5.561510732,67.61013737,maize
94,50,19,73.94639608,73.62548442,5.873242491,97.59081274,maize
76,39,24,75.65854118,55.64709899,6.995843776,64.23845455,maize
77,52,17,76.75474881,65.7420046,5.714799723,75.82270467,maize
74,39,23,72.7277207,65.77472881,6.78073637,88.17251033,maize
81,49,20,64.47533923,60.61494304,5.513697923,104.2321615,maize
63,42,21,73.87227702,72.33125523,5.798423907999999,67.10225139,maize
99,38,21,73.1899566,71.59722446,6.352471866,67.72777298,maize
90,52,25,78.75468246,69.36385721,6.822586546,103.2234212,maize
68,40,19,79.05891209,66.20569924,6.655426355,107.2361366,maize
60,57,24,65.59009183,61.55327249,6.1212940410000005,75.03247667,maize
71,52,18,77.19417408,55.97732754,5.790770202999999,78.16077693,maize
61,59,17,74.00920307,59.24580604,6.47444292,105.0083144,maize
88,38,15,77.14831494,65.92195844,6.455116637000001,62.49190812,maize
65,60,22,77.66183055,72.52054555,6.6069840860000015,107.9124111,maize
78,37,22,77.61590785,63.31801994,6.330554389,74.52082026,maize
78,58,15,77.01680039,67.816568,6.5286312660000005,62.91359494,maize
92,60,23,65.60144103,71.516474,5.721667141,69.93293255,maize
79,59,17,68.68399397,63.73849998,6.644205485,108.5054416,maize
91,55,15,64.56740409,72.61024172,6.376651091,78.96159541,maize
76,51,18,79.10574633,71.96246617,6.247040422,79.84925393,maize
87,48,25,65.5771401,61.37879671,6.656730007999999,93.62039175,maize
71,60,22,78.93446218,59.37147589,6.2048017,85.75692395,maize
90,57,24,66.07133449,72.80086137,6.158860284,82.34162918,maize
67,35,22,73.94984155,63.24648023,6.3856842139999985,108.7603001,maize
60,54,19,65.74688082,62.49878458,6.417820493,70.23401597,maize
83,58,23,67.53583978,59.66263104,6.381201909,65.50861389,maize
83,57,19,78.31479978,70.74739256,6.877869005,98.73771338,maize
40,72,77,62.64497221,16.98861173,7.485996067,88.55123143,chickpea
23,72,84,66.23710299,17.13159126,6.920251378,79.92698081,chickpea
39,58,85,64.19797655,15.40589717,5.9969320370000005,68.54932919,chickpea
22,72,85,65.96250165,15.65809214,6.391173589,88.51048983,chickpea
36,67,77,65.06514621,19.56381041,7.152811172000001,79.26357665,chickpea
32,73,81,68.81141448,15.40312102,5.988992796000002,92.68373702,chickpea
58,70,84,69.17777654,16.60820843,6.231049027999999,74.6631118,chickpea
59,70,84,63.20276258,18.74926979,7.550808267000001,82.61734721,chickpea
42,62,75,64.72242064,18.90426935,7.010570541,81.84997529,chickpea
28,74,81,64.42290079,18.30968112,8.753795334,81.98568791,chickpea
58,66,79,69.78872404,19.33470387,8.718192847000001,93.55280105,chickpea
43,66,79,67.03221148,15.22538951,7.976607593,74.58565097,chickpea
58,63,81,67.66420156,14.69765308,6.5154995489999985,78.96514709,chickpea
23,62,85,66.15364561,19.5161216,8.490127142,80.7108745,chickpea
27,62,77,64.75526686,14.71070537,6.576415562,70.18185181,chickpea
28,72,84,65.71333659,19.18197264,6.481783042999999,71.58010169,chickpea
50,56,76,69.79103875,19.8601304,7.966605025,73.50734019,chickpea
39,71,84,68.50680616,16.39535215,8.140825437,82.52339655,chickpea
25,78,76,63.46476754,15.7559405,7.228963452,66.96980581,chickpea
31,70,77,69.59873615,14.32313811,6.492546046,90.46228334,chickpea
26,80,83,62.75297338,16.14565756,7.528599957000001,71.31007253,chickpea
25,68,77,68.16813067,15.11279612,7.701446446,85.74904898,chickpea
31,78,76,63.62981861,14.99927489,8.519975748,89.31050665,chickpea
60,68,83,66.41717392,18.43475844,6.620900869,85.52950164,chickpea
59,62,83,65.43798624,19.22008229,8.104396057999999,72.94940441,chickpea
22,67,78,62.89891516,14.42457525,6.204090835,72.32667516,chickpea
36,65,80,64.91696126,16.67921616,6.051091339,74.87445574,chickpea
59,60,84,66.25445549,18.66725565,7.690962337999999,94.70992037,chickpea
54,77,85,62.85535052,17.0662427,7.8292111439999985,83.74606679,chickpea
43,68,81,63.46056985,17.93253975,6.761599706,78.92060234,chickpea
28,76,82,69.01883373,14.25803981,6.654425315,83.75937135,chickpea
42,79,85,63.00293403,15.82069268,6.129533877,76.57580954,chickpea
32,60,83,67.44455083,19.44225438,8.829273328,91.76071648,chickpea
22,78,76,64.12732984,19.09172907,8.621662982,76.32470713,chickpea
31,79,75,65.87640518,16.1074793,8.204862075,89.73119396,chickpea
28,58,81,63.45501771,16.54314829,6.18042747,93.35034262,chickpea
57,58,77,65.70768965,17.58406365,7.978996755,81.20176515,chickpea
49,55,78,65.58044193,16.17772668,7.863113671,81.70769297,chickpea
46,76,77,64.82421518,19.68538502,6.967843048,83.74879344,chickpea
54,61,77,65.86156629,15.21618225,6.206582192999999,77.54294240000002,chickpea
38,60,76,65.57097409,17.80852431,8.868741443,77.92798682,chickpea
59,55,79,68.66096722,16.89574311,8.766128654,82.2545577,chickpea
36,76,75,65.08616643,16.63805158,8.736337905,70.52056697,chickpea
57,68,81,62.90622664,17.30457712,8.081095263,72.78624223,chickpea
35,66,81,66.86782018,15.77458129,6.138243973,85.24819851,chickpea
35,64,78,64.2712267,14.27327988,7.496645259,85.37378769,chickpea
52,60,79,67.01611881,18.23490739,8.380185271,75.6317566,chickpea
27,76,83,66.43092898,14.92241479,6.289614016,89.61857826,chickpea
57,60,84,66.38617094,17.26184541,6.586777189,75.49101167,chickpea
52,68,78,63.47307335,16.96070581,6.89655198,86.05078037,chickpea
43,79,79,66.93353139,18.98030507,7.8067476560000015,80.25064637,chickpea
44,74,85,68.33568967,19.63719995,7.150681303,78.26039559,chickpea
24,55,78,63.14518193,15.15405941,6.64919573,75.57790384,chickpea
29,77,75,63.50650047,15.48083156,7.778591617999999,72.9446671,chickpea
20,60,78,64.71022998,14.70085967,6.358740355,90.7760707,chickpea
56,67,78,63.63402112,16.71826572,8.255450758,77.81891424,chickpea
37,66,85,69.67715459,18.91295403,6.456148474,78.06910795,chickpea
49,71,76,67.47976998,17.63879418,6.613072145,85.57925437,chickpea
59,69,80,66.34287831,17.86754927,8.165359297,69.40619137,chickpea
20,79,77,65.38979529,16.02542689,7.64867466,76.32565249,chickpea
24,56,85,64.75826565,17.41333199,6.545888558,80.6405403,chickpea
51,72,75,65.99934559,14.99451145,7.1042247970000005,80.11133840000002,chickpea
57,73,85,65.28760169,14.72115044,7.358099622,91.94595352,chickpea
22,64,82,67.08153807,17.17260319,6.4740245000000005,87.51312796,chickpea
52,73,79,63.06385098,18.74943955,7.840339388999999,94.00287214,chickpea
29,75,75,67.32349387,18.71483156,7.064790365,88.4585692,chickpea
44,59,78,69.21547651,19.85388984,7.599033472,84.78344008,chickpea
41,69,82,68.0428668,16.63294455,6.715587232000001,68.97806542,chickpea
52,56,85,68.21374028,14.44228303,6.81712422,88.68168643,chickpea
34,76,80,69.18245227,15.84572566,7.985417393,65.23811143,chickpea
42,74,83,66.66486026,14.2804191,7.545258424,65.78042032,chickpea
34,71,79,64.2700508,15.85622899,7.728998197,74.63872762,chickpea
27,73,79,66.49318882,15.83500655,7.354973451,82.69766829,chickpea
30,70,79,68.48496088,19.96978871,7.313122235,69.64449182,chickpea
57,57,75,62.76387601,18.25142068,7.785039076,87.27444866,chickpea
27,79,82,62.71842727,17.54024066,6.307004922999999,70.87150577,chickpea
32,71,85,69.12981486,14.44008871,6.4039823160000005,92.06630306,chickpea
31,76,82,69.48472118,17.85057083,7.599279991,79.20509212,chickpea
33,75,84,67.03178722,18.72831993,7.217018459,68.81405149,chickpea
47,80,77,62.9284707,16.42891834,7.561108006,72.85017344,chickpea
54,62,80,63.48041058,16.39055394,7.489545074,79.45758333,chickpea
47,79,78,63.47111679,14.76014523,6.609696734,65.11365631,chickpea
35,57,83,67.06970229,17.44534641,7.476800943,80.4986291,chickpea
53,73,77,67.48447519,18.09665739,7.325451279,73.64476535,chickpea
45,61,78,67.07568749,16.06240074,6.489389282,81.52842690000001,chickpea
37,78,79,67.91476692,14.82633099,7.786366322,88.6810311,chickpea
30,75,81,66.95221525,16.80472243,6.4084378860000015,68.4951189,chickpea
37,55,82,67.02065326,18.02235902,8.423873703,78.44910564,chickpea
53,65,76,68.34447966,16.41998269,8.719960893,77.33795356,chickpea
22,60,85,65.91072344,14.74071856,7.811997977000001,94.78189594,chickpea
60,61,78,69.28194708,19.83643308,6.317153205,94.03659867,chickpea
42,67,77,66.18964006,15.9362937,7.114405288,78.69707199,chickpea
39,76,76,67.94307432,15.57324389,8.135900726000001,69.15759062,chickpea
35,63,76,64.06816186,17.60756635,7.714153037999999,90.82097601,chickpea
30,65,82,69.28563891,15.27824066,7.103798069,76.77888672,chickpea
57,56,78,63.21470412,18.75626255,8.861479668,67.9545435,chickpea
48,65,78,63.38718885,14.33847406,7.861128148,73.0926704,chickpea
36,56,83,66.01604387,19.76182946,7.4526709,69.09512477,chickpea
40,58,75,65.46543388,14.77959596,7.168096055,89.60982451,chickpea
49,69,82,64.96810687,15.36143547,7.26311855,81.78710463,chickpea
13,60,25,62.84646993,20.59541693,5.68597166,128.256862,kidneybeans
25,70,16,67.34253798,18.90705639,5.759237003,106.3598183,kidneybeans
31,55,22,73.24430441,21.33953114,5.873171894,109.225556,kidneybeans
40,64,16,61.58012616,24.24045875,5.926676985,140.3717815,kidneybeans
2,61,20,71.85154375,23.02251117,5.95561668,76.64128258,kidneybeans
26,65,22,64.1265181,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans
17,57,21,67.7910922,20.31564139,5.7892142889999985,60.91974792,kidneybeans
26,80,18,66.78517348,23.3334788,5.581021521,104.7783947,kidneybeans
17,59,17,65.15006018,23.42829938,5.689858133,132.9801054,kidneybeans
27,59,22,71.26101768,23.20591245,5.7941585039999985,130.0608093,kidneybeans
28,58,24,67.5086455,18.28173015,5.748190462999999,143.7630894,kidneybeans
25,57,19,62.87779317,19.87070659,5.566522896,87.99669731,kidneybeans
28,80,17,67.31974087,18.67170854,5.809419584,144.1567454,kidneybeans
25,60,22,70.93668466,21.17919701,5.887263027,134.3649948,kidneybeans
12,78,23,60.91740957,18.72479695,5.99812453,88.06638775,kidneybeans
6,77,25,69.10091967,24.36314135,5.792744849,69.63833855,kidneybeans
22,79,17,70.56411978,20.39659714,5.912289889,116.5206923,kidneybeans
27,80,15,66.32773097,21.21092266,5.7883869510000014,86.21917578,kidneybeans
10,55,23,70.1393572,19.63438599,5.728233081,137.1948633,kidneybeans
23,65,20,73.47723746,22.42610972,5.833940084,108.3684316,kidneybeans
19,78,16,69.17676499,23.10538637,5.967533236,67.71768947,kidneybeans
19,65,25,64.57191825,18.29318436,5.6250964460000015,144.7902323,kidneybeans
22,70,19,64.82796264,21.07643273,5.515615023,69.44951585,kidneybeans
37,64,22,63.46741523,18.8251973,5.954665349,121.9401369,kidneybeans
11,71,17,67.85452148,21.47324158,5.74644777,82.68554379,kidneybeans
18,79,20,68.49526435,23.2353604,5.877347515,139.7521543,kidneybeans
21,63,17,60.39266385,19.2303162,5.979973965,108.3441414,kidneybeans
24,80,22,62.08107156,19.17651433,5.635993966,96.77285817,kidneybeans
34,60,22,63.79066684,18.15302753,5.635231778,100.6711761,kidneybeans
16,75,21,65.31247085,23.61670065,5.679224346,87.05132890000002,kidneybeans
17,77,23,76.12384617,20.81527638,5.670062975,64.19497947,kidneybeans
37,72,18,65.97706996,24.54038287,5.724242065,105.4120514,kidneybeans
40,73,20,70.86817429,20.31871249,5.811314232000001,61.13872036,kidneybeans
9,77,17,68.22271911,24.45202552,5.783425416,106.158201,kidneybeans
1,62,23,59.78382917,18.37477907,5.607808432000001,139.0302034,kidneybeans
33,59,22,72.75626377,21.59396123,5.946999529,122.3886015,kidneybeans
23,59,19,71.57409438,24.87304788,5.852046999,129.5650601,kidneybeans
6,62,22,68.95494793,18.09224048,5.824090984,120.4509288,kidneybeans
25,63,20,60.41482497,21.14544088,5.502999119,95.17028129,kidneybeans
7,79,23,67.34576282,19.68751084,5.821649914,96.65888933,kidneybeans
8,72,17,69.03214239,19.7520218,5.711439256,87.87869161,kidneybeans
27,64,15,68.28944943,24.84207559,5.514927264,138.2362122,kidneybeans
28,66,23,70.77180517,24.25386207,5.99616119,120.6913038,kidneybeans
32,57,18,59.96902642,23.75560241,5.695422862999999,107.3850593,kidneybeans
27,56,22,67.85335566,20.70099804,5.833010957999999,108.6434544,kidneybeans
17,77,24,69.38513976,18.93146941,5.568456899,109.0193712,kidneybeans
0,65,15,74.23103008,23.22197648,5.645435626,95.84253438,kidneybeans
13,72,21,75.77809956,21.0278674,5.821194486,60.27552528,kidneybeans
34,60,23,68.22633295,24.96969858,5.659254981,100.0497183,kidneybeans
9,80,19,71.25115215,18.57086554,5.945465949,125.0972687,kidneybeans
11,72,20,67.14007234,24.92607153,5.9511774520000005,113.334026,kidneybeans
3,67,24,62.60121725,19.90790546,5.5208800139999985,103.2926407,kidneybeans
35,69,23,62.21824705,24.96881755,5.578410206,75.45328039,kidneybeans
3,77,25,76.72831102,22.89464642,5.608165195,62.21292186,kidneybeans
23,62,19,61.73210219,20.4555596,5.609435127999999,98.77794225,kidneybeans
22,71,17,64.67540275,19.38602098,5.509295379,107.6907964,kidneybeans
31,79,25,73.73955893,22.3104551,5.902033406,63.38208822,kidneybeans
34,59,18,74.08404624,21.98879437,5.744117663,87.66898664,kidneybeans
12,63,17,65.0460614,19.37703396,5.717143397,138.414764,kidneybeans
27,56,20,66.66755661,20.51346956,5.542690119,94.9533526,kidneybeans
7,63,24,73.31824827,24.03553105,5.858617867,107.7315386,kidneybeans
24,67,22,68.2160774,22.89845607,5.618844277000001,104.6252153,kidneybeans
11,71,24,70.05220561,22.7182355,5.6066203460000015,141.6056722,kidneybeans
37,74,15,76.86248187,18.22590825,5.582178402,62.7089169,kidneybeans
25,76,24,59.59476745,24.91506728,5.56503533,135.3315583,kidneybeans
34,66,17,65.85975088,21.27833035,5.889614577000001,125.084915,kidneybeans
20,69,15,74.19669202,22.77255917,5.934136378,107.4137246,kidneybeans
37,65,16,73.10336432,18.97267518,5.683548308,63.59276673,kidneybeans
18,74,15,76.82644742,22.27512704,5.70836603,146.4727237,kidneybeans
4,67,25,74.81677224,24.35679348,5.948164454,119.6404412,kidneybeans
37,56,25,71.70066109,19.60379304,5.7747551439999985,126.7265372,kidneybeans
5,59,15,65.97487395,20.18238348,5.97229163,134.1811718,kidneybeans
11,61,21,65.52191793,23.02410338,5.532100554,135.33780330000002,kidneybeans
22,80,20,73.41592539,18.86880997,5.669560726,100.118612,kidneybeans
12,61,19,66.79692691,24.13995025,5.655726817000001,68.51253427,kidneybeans
5,74,21,61.24044547,21.35793891,5.5917040139999985,66.97053257,kidneybeans
27,69,22,64.24974117,24.90814655,5.932323085,69.14681022,kidneybeans
31,75,18,59.84220673,21.43780702,5.8242083089999985,88.88796102,kidneybeans
36,68,20,62.70988053,23.77201471,5.86442953,81.83420522,kidneybeans
5,65,16,70.3899685,18.48522915,5.866744372,109.1013261,kidneybeans
32,79,15,75.03638187,20.74619325,5.706198621,81.60211243,kidneybeans
11,78,22,75.01562224,22.74378977,5.940546818,112.6616435,kidneybeans
0,55,22,73.3760047,20.57940608,5.916779289,143.85849380000005,kidneybeans
14,59,15,70.43244312,22.91244883,5.779090476,146.4548645,kidneybeans
29,68,23,75.4949201,19.27907819,5.82738029,116.7324324,kidneybeans
32,68,19,76.33103067,18.18325169,5.514234138,149.7441028,kidneybeans
17,64,17,69.83983776,24.93896255,5.662699104,124.6118471,kidneybeans
13,69,19,63.15520158,20.01730914,5.86390397,115.199245,kidneybeans
14,67,22,74.88638067,24.75485098,5.624690247999999,84.64143632,kidneybeans
9,69,20,66.750931,23.96362799,5.591560999,129.3449326,kidneybeans
20,73,22,60.86783507,22.33195853,5.976312537999999,130.3900798,kidneybeans
40,78,20,66.53431056,20.83398341,5.669236258,80.15293435,kidneybeans
27,72,23,67.87201105,21.79992115,5.961934481,64.02640797,kidneybeans
14,67,15,67.21477642,24.67385131,5.690065688,139.2921004,kidneybeans
7,56,18,64.96443577,24.32991649,5.698371311,76.14153904,kidneybeans
27,65,18,68.1978877,23.22323766,5.59503163,73.36386477,kidneybeans
